scientific_name_edited	Scientific Name	Common Name	provided_taxonomy_group	derived_kingdom_group	Kingdom	State
Esox americanus vermiculatus	Esox americanus vermiculatus	Grass Pickerel	Fish	Animals	Animalia	West Virginia
Hiodon alosoides	Hiodon alosoides	Goldeye	Fish	Animals	Animalia	West Virginia
Percina evides	Percina evides	Gilt Darter	Fish	Animals	Animalia	West Virginia
Notropis buchanani	Notropis buchanani	Ghost Shiner	Fish	Animals	Animalia	West Virginia
Hybognathus regius	Hybognathus regius	Eastern Silvery Minnow	Fish	Animals	Animalia	West Virginia
Ammocrypta pellucida	Ammocrypta pellucida	Eastern Sand Darter	Fish	Animals	Animalia	West Virginia
Percina sciera	Percina sciera	Dusky Darter	Fish	Animals	Animalia	West Virginia
Crystallaria cincotta	Crystallaria cincotta	Diamond Darter	Fish	Animals	Animalia	West Virginia
Exoglossum maxillingua	Exoglossum maxillingua	Cutlip Minnow	Fish	Animals	Animalia	West Virginia
Erimyzon oblongus	Erimyzon oblongus	Creek Chubsucker	Fish	Animals	Animalia	West Virginia
Luxilus cornutus	Luxilus cornutus	Common Shiner	Fish	Animals	Animalia	West Virginia
Notropis amoenus	Notropis amoenus	Comely Shiner	Fish	Animals	Animalia	West Virginia
Cottus sp. c.f. cognatus	Cottus sp. c.f. cognatus	Checkered Sculpin	Fish	Animals	Animalia	West Virginia
Percina copelandi	Percina copelandi	Channel Darter	Fish	Animals	Animalia	West Virginia
Umbra limi	Umbra limi	Central Mudminnow	Fish	Animals	Animalia	West Virginia
Etheostoma osburni	Etheostoma osburni	Candy Darter	Fish	Animals	Animalia	West Virginia
Pimephales vigilax	Pimephales vigilax	Bullhead Minnow	Fish	Animals	Animalia	West Virginia
Ameiurus nebulosus	Ameiurus nebulosus	Brown Bullhead	Fish	Animals	Animalia	West Virginia
Salvelinus fontinalis	Salvelinus fontinalis	Brook Trout	Fish	Animals	Animalia	West Virginia
Cottus sp. 1	Cottus sp. 1	Bluestone Sculpin	Fish	Animals	Animalia	West Virginia
Cycleptus elongatus	Cycleptus elongatus	Blue Sucker	Fish	Animals	Animalia	West Virginia
Ameiurus melas	Ameiurus melas	Black Bullhead	Fish	Animals	Animalia	West Virginia
Ictiobus niger	Ictiobus niger	Black Buffalo	Fish	Animals	Animalia	West Virginia
Ictiobus cyprinellus	Ictiobus cyprinellus	Bigmouth Buffalo	Fish	Animals	Animalia	West Virginia
Notropis boops	Notropis boops	Bigeye Shiner	Fish	Animals	Animalia	West Virginia
Fundulus diaphanus	Fundulus diaphanus	Banded Killifish	Fish	Animals	Animalia	West Virginia
Percina gymnocephala	Percina gymnocephala	Appalachia Darter	Fish	Animals	Animalia	West Virginia
Anguilla rostrata	Anguilla rostrata	American Eel	Fish	Animals	Animalia	West Virginia
Lethenteron appendix	Lethenteron appendix	American Brook Lamprey	Fish	Animals	Animalia	West Virginia
Mesodon clausus	Mesodon clausus	Yellow Globelet	Mollusks	Animals	Animalia	West Virginia
Gastrocopta procera	Gastrocopta procera	Wing Snaggletooth	Mollusks	Animals	Animalia	West Virginia
Pupoides albilabris	Pupoides albilabris	White-lip Dagger	Mollusks	Animals	Animalia	West Virginia
Philomycus virginicus	Philomycus virginicus	Virginia Mantleslug	Mollusks	Animals	Animalia	West Virginia
Vallonia perspectiva	Vallonia perspectiva	Thin-lip Vallonia	Mollusks	Animals	Animalia	West Virginia
Helicodiscus shimeki	Helicodiscus shimeki	Temperate Coil	Mollusks	Animals	Animalia	West Virginia
Helicodiscus triodus	Helicodiscus triodus	Talus Coil	Mollusks	Animals	Animalia	West Virginia
Catinella vermeta	Catinella vermeta	Suboval Ambersnail	Mollusks	Animals	Animalia	West Virginia
Webbhelix multilineata	Webbhelix multilineata	Striped Whitelip	Mollusks	Animals	Animalia	West Virginia
Triodopsis picea	Triodopsis picea	Spruce Knob Threetooth	Mollusks	Animals	Animalia	West Virginia
Ventridens virginicus	Ventridens virginicus	Split-tooth Dome	Mollusks	Animals	Animalia	West Virginia
Hawaiia alachuana	Hawaiia alachuana	Southeastern Gem	Mollusks	Animals	Animalia	West Virginia
Lucilla singleyana	Lucilla singleyana	Smooth Coil	Mollusks	Animals	Animalia	West Virginia
Mesomphix perlaevis	Mesomphix perlaevis	Smooth Button	Mollusks	Animals	Animalia	West Virginia
Vertigo parvula	Vertigo parvula	Smallmouth Vertigo	Mollusks	Animals	Animalia	West Virginia
Paravitrea ceres	Paravitrea ceres	Sidelong Supercoil	Mollusks	Animals	Animalia	West Virginia
Somatogyrus pennsylvanicus	Somatogyrus pennsylvanicus	Shale Pebblesnail	Mollusks	Animals	Animalia	West Virginia
Inflectarius inflectus	Inflectarius inflectus	Shagreen	Mollusks	Animals	Animalia	West Virginia
Leptoxis dilatata	Leptoxis dilatata	Seep Mudalia	Mollusks	Animals	Animalia	West Virginia
Mesodon mitchellianus	Mesodon mitchellianus	Sealed Globelet	Mollusks	Animals	Animalia	West Virginia
Ventridens collisella	Ventridens collisella	Sculptured Dome	Mollusks	Animals	Animalia	West Virginia
Ventridens lawae	Ventridens lawae	Rounded Dome	Mollusks	Animals	Animalia	West Virginia
Paravitrea reesei	Paravitrea reesei	Round Supercoil	Mollusks	Animals	Animalia	West Virginia
Stenotrema edvardsi	Stenotrema edvardsi	Ridge-and-valley Slitmouth	Mollusks	Animals	Animalia	West Virginia
Striatura exigua	Striatura exigua	Ribbed Striate	Mollusks	Animals	Animalia	West Virginia
Patera pennsylvanica	Patera pennsylvanica	Proud Globelet	Mollusks	Animals	Animalia	West Virginia
Fontigens tartarea	Fontigens tartarea	Organ Cavesnail	Mollusks	Animals	Animalia	West Virginia
Carychium exiguum	Carychium exiguum	Obese Thorn	Mollusks	Animals	Animalia	West Virginia
Paravitrea pontis	Paravitrea pontis	Natural Bridge Supercoil	Mollusks	Animals	Animalia	West Virginia
Triodopsis fallax	Triodopsis fallax	Mimic Threetooth	Mollusks	Animals	Animalia	West Virginia
Glyphyalinia raderi	Glyphyalinia raderi	Maryland Glyph Snail	Mollusks	Animals	Animalia	West Virginia
Euchemotrema leai	Euchemotrema leai	Lowland Pillsnail	Mollusks	Animals	Animalia	West Virginia
Paravitrea lamellidens	Paravitrea lamellidens	Lamellate Supercoil	Mollusks	Animals	Animalia	West Virginia
Punctum smithi	Punctum smithi	Lamellate Spot	Mollusks	Animals	Animalia	West Virginia
Gastrocopta holzingeri	Gastrocopta holzingeri	Lambda Snaggletooth	Mollusks	Animals	Animalia	West Virginia
Vallonia excentrica	Vallonia excentrica	Iroquois Vallonia	Mollusks	Animals	Animalia	West Virginia
Vertigo tridentata	Vertigo tridentata	Honey Vertigo	Mollusks	Animals	Animalia	West Virginia
Glyphyalinia specus	Glyphyalinia specus	Hollow Glyph	Mollusks	Animals	Animalia	West Virginia
Glyphyalinia cumberlandiana	Glyphyalinia cumberlandiana	Hill Glyph	Mollusks	Animals	Animalia	West Virginia
Fontigens turritella	Fontigens turritella	Greenbrier Cavesnail	Mollusks	Animals	Animalia	West Virginia
Zonitoides elliotti	Zonitoides elliotti	Green Dome	Mollusks	Animals	Animalia	West Virginia
Mesodon normalis	Mesodon normalis	Grand Globe	Mollusks	Animals	Animalia	West Virginia
Ventridens arcellus	Ventridens arcellus	Golden Dome	Mollusks	Animals	Animalia	West Virginia
Ventridens acerra	Ventridens acerra	Glossy Dome	Mollusks	Animals	Animalia	West Virginia
Punctum vitreum	Punctum vitreum	Glass Spot	Mollusks	Animals	Animalia	West Virginia
Stenotrema macgregori	Stenotrema macgregori	Fraudulent Slitmouth	Mollusks	Animals	Animalia	West Virginia
Discus whitneyi	Discus whitneyi	Forest Disc	Mollusks	Animals	Animalia	West Virginia
Triodopsis platysayoides	Triodopsis platysayoides	Flat-spired Three-toothed Landsnail	Mollusks	Animals	Animalia	West Virginia
Striatura milium	Striatura milium	Flat-ribbed Striate	Mollusks	Animals	Animalia	West Virginia
Ventridens suppressus	Ventridens suppressus	Flat Dome	Mollusks	Animals	Animalia	West Virginia
Vertigo ventricosa	Vertigo ventricosa	Five-tooth Vertigo	Mollusks	Animals	Animalia	West Virginia
Carychium nannodes	Carychium nannodes	File Thorn	Mollusks	Animals	Animalia	West Virginia
Mesomphix capnodes	Mesomphix capnodes	Dusky Button	Mollusks	Animals	Animalia	West Virginia
Triodopsis vulgata	Triodopsis vulgata	Dished Threetooth	Mollusks	Animals	Animalia	West Virginia
Inflectarius rugeli	Inflectarius rugeli	Deep-tooth Shagreen	Mollusks	Animals	Animalia	West Virginia
Vertigo cristata	Vertigo cristata	Crested Vertigo	Mollusks	Animals	Animalia	West Virginia
Vallonia costata	Vallonia costata	Costate Vallonia	Mollusks	Animals	Animalia	West Virginia
Paravitrea bellona	Paravitrea bellona	Club Supercoil	Mollusks	Animals	Animalia	West Virginia
Hendersonia occulta	Hendersonia occulta	Cherrystone Drop	Mollusks	Animals	Animalia	West Virginia
Triodopsis anteridon	Triodopsis anteridon	Carter Threetooth	Mollusks	Animals	Animalia	West Virginia
Triodopsis rugosa	Triodopsis rugosa	Buttressed Threetooth	Mollusks	Animals	Animalia	West Virginia
Triodopsis tennesseensis	Triodopsis tennesseensis	Budded Threetooth	Mollusks	Animals	Animalia	West Virginia
Punctum blandianum	Punctum blandianum	Brown Spot	Mollusks	Animals	Animalia	West Virginia
Gastrodonta interna	Gastrodonta interna	Brown Bellytooth	Mollusks	Animals	Animalia	West Virginia
Stenotrema barbatum	Stenotrema barbatum	Bristled Slitmouth	Mollusks	Animals	Animalia	West Virginia
Glyphyalinia praecox	Glyphyalinia praecox	Brilliant Glyph	Mollusks	Animals	Animalia	West Virginia
Vertigo milium	Vertigo milium	Blade Vertigo	Mollusks	Animals	Animalia	West Virginia
Striatura ferrea	Striatura ferrea	Black Striate	Mollusks	Animals	Animalia	West Virginia
Ventridens coelaxis	Ventridens coelaxis	Bidentate Dome	Mollusks	Animals	Animalia	West Virginia
Stenotrema simile	Stenotrema simile	Bear Creek Slitmouth	Mollusks	Animals	Animalia	West Virginia
Paravitrea seradens	Paravitrea seradens	Barred Supercoil	Mollusks	Animals	Animalia	West Virginia
Anguispira kochi	Anguispira kochi	Banded Tigersnail	Mollusks	Animals	Animalia	West Virginia
Mesodon aff. Andrewsae	Mesodon aff. Andrewsae	Balsam Globe	Mollusks	Animals	Animalia	West Virginia
Anguispira mordax	Anguispira mordax	Appalachian Tigersnail	Mollusks	Animals	Animalia	West Virginia
Discus catskillensis	Discus catskillensis	Angular Disk	Mollusks	Animals	Animalia	West Virginia
Nesovitrea electrina	Nesovitrea electrina	Amber Glass	Mollusks	Animals	Animalia	West Virginia
Triodopsis juxtidens robinae	Triodopsis juxtidens robinae		Mollusks	Animals	Animalia	West Virginia
Lithasia armigera	Lithasia armigera		Mollusks	Animals	Animalia	West Virginia
Mesomphix luisant	Mesomphix luisant		Mollusks	Animals	Animalia	West Virginia
Mesomphix rugeli	Mesomphix rugeli		Mollusks	Animals	Animalia	West Virginia
Mesomphix sp. 1	Mesomphix sp. 1		Mollusks	Animals	Animalia	West Virginia
Oxyloma retusum	Oxyloma retusum		Mollusks	Animals	Animalia	West Virginia
Paravitrea subtilis	Paravitrea subtilis		Mollusks	Animals	Animalia	West Virginia
Vertigo ovata	Vertigo ovata		Mollusks	Animals	Animalia	West Virginia
Vertigo clappi	Vertigo clappi		Mollusks	Animals	Animalia	West Virginia
Ventridens theloides	Ventridens theloides		Mollusks	Animals	Animalia	West Virginia
Ventridens lasmodon	Ventridens lasmodon		Mollusks	Animals	Animalia	West Virginia
Vallonia pulchella	Vallonia pulchella		Mollusks	Animals	Animalia	West Virginia
Triodopsis sp. 1	Triodopsis sp. 1		Mollusks	Animals	Animalia	West Virginia
Lucilla scintilla	Lucilla scintilla		Mollusks	Animals	Animalia	West Virginia
Helicodiscus villosus	Helicodiscus villosus		Mollusks	Animals	Animalia	West Virginia
Glyphyalinia virginica	Glyphyalinia virginica		Mollusks	Animals	Animalia	West Virginia
Glyphyalinia sp 1	Glyphyalinia sp 1		Mollusks	Animals	Animalia	West Virginia
Glyphyalinia solida	Glyphyalinia solida		Mollusks	Animals	Animalia	West Virginia
Patera laevior	Patera laevior		Mollusks	Animals	Animalia	West Virginia
Vertigo oscariana	Vertigo oscariana		Mollusks	Animals	Animalia	West Virginia
Triodopsis hopetonensis	Triodopsis hopetonensis		Mollusks	Animals	Animalia	West Virginia
Glyphyalinia picea	Glyphyalinia picea		Mollusks	Animals	Animalia	West Virginia
Glyphyalinia lewisiana	Glyphyalinia lewisiana		Mollusks	Animals	Animalia	West Virginia
Gastrodonta fonticula	Gastrodonta fonticula		Mollusks	Animals	Animalia	West Virginia
Gastrocopta tappaniana	Gastrocopta tappaniana		Mollusks	Animals	Animalia	West Virginia
Euconulus polygyratus	Euconulus polygyratus		Mollusks	Animals	Animalia	West Virginia
Vitrina angelicae	Vitrina angelicae		Mollusks	Animals	Animalia	West Virginia
Anguispira strongylodes	Anguispira strongylodes		Mollusks	Animals	Animalia	West Virginia
Anguispira stihleri	Anguispira stihleri		Mollusks	Animals	Animalia	West Virginia
Anguispira clarki	Anguispira clarki		Mollusks	Animals	Animalia	West Virginia
Vertigo elatior	Vertigo elatior		Mollusks	Animals	Animalia	West Virginia
Glyphyalinia rimula	Glyphyalinia rimula		Mollusks	Animals	Animalia	West Virginia
Cerastis salicarum	Cerastis salicarum	Willow Dart	Insects	Animals	Animalia	West Virginia
Parrhasius m-album	Parrhasius m-album	White-m Hairstreak	Insects	Animals	Animalia	West Virginia
Pieris virginiensis	Pieris virginiensis	West Virginia White	Insects	Animals	Animalia	West Virginia
Chaetaglaea cerata	Chaetaglaea cerata	Waxed Sallow Moth	Insects	Animals	Animalia	West Virginia
Euphyes bimacula	Euphyes bimacula	Two-spotted Skipper	Insects	Animals	Animalia	West Virginia
Catocala dulciola	Catocala dulciola	Sweet Underwing	Insects	Animals	Animalia	West Virginia
Phyciodes cocyta diminutor	Phyciodes cocyta diminutor	Summer Crescent	Insects	Animals	Animalia	West Virginia
Hadena ectypa	Hadena ectypa	Starry Campion Moth	Insects	Animals	Animalia	West Virginia
Lophocampa maculata	Lophocampa maculata	Spotted Tussock Moth	Insects	Animals	Animalia	West Virginia
Polygonia faunus symthi	Polygonia faunus symthi	Smyth's Green Comma	Insects	Animals	Animalia	West Virginia
Glaucopsyche lygdamus lygdamus	Glaucopsyche l. lygdamus	Silvery Blue	Insects	Animals	Animalia	West Virginia
Boloria selene myrina	Boloria selene myrina	Silver-bordered Fritillary	Insects	Animals	Animalia	West Virginia
Syngrapha rectangula	Syngrapha rectangula	Salt & Pepper Looper Moth	Insects	Animals	Animalia	West Virginia
Speyeria idalia	Speyeria idalia	Regal Fritillary	Insects	Animals	Animalia	West Virginia
Calycopis cecrops	Calycopis cecrops	Red-banded Hairstreak	Insects	Animals	Animalia	West Virginia
Colias interior (high elev)	Colias interior (high elev)	Pink-edged Sulphur	Insects	Animals	Animalia	West Virginia
Catocala herodias gerhardi	Catocala herodias gerhardi	Pine Barrens Underwing	Insects	Animals	Animalia	West Virginia
Euchloe olympia	Euchloe olympia	Olympia Marble	Insects	Animals	Animalia	West Virginia
Celastrina lucia	Celastrina lucia	Northern Spring Azure	Insects	Animals	Animalia	West Virginia
Calephelis borealis	Calephelis borealis	Northern Metalmark	Insects	Animals	Animalia	West Virginia
Satyrium favonius ontario	Satyrium favonius ontario	Northern Hairstreak	Insects	Animals	Animalia	West Virginia
Phyciodes cocyta selene	Phyciodes cocyta selene	Northern Crescent	Insects	Animals	Animalia	West Virginia
Erynnis martialis	Erynnis martialis	Mottled Duskywing	Insects	Animals	Animalia	West Virginia
Pseudohermonassa tenuicula	Pseudohermonassa tenuicula	Morrison's Sooty Dart Moth	Insects	Animals	Animalia	West Virginia
Euchlaena milnei	Euchlaena milnei	Milne's Euchlaena Moth	Insects	Animals	Animalia	West Virginia
Lithophane oriunda	Lithophane oriunda	Immigrant Pinion Moth	Insects	Animals	Animalia	West Virginia
Satyrium caryaevorus	Satyrium caryaevorus	Hickory Hairstreak	Insects	Animals	Animalia	West Virginia
Staphylus hayhurstii	Staphylus hayhurstii	Hayhurst's Scallopwing	Insects	Animals	Animalia	West Virginia
Chlosyne harrisii	Chlosyne harrisii	Harris's Checkerspot	Insects	Animals	Animalia	West Virginia
Pyrgus centaureae wyandot	Pyrgus (centaureae) wyandot	Grizzled Skipper	Insects	Animals	Animalia	West Virginia
Polygonia progne	Polygonia progne	Gray Comma	Insects	Animals	Animalia	West Virginia
Autochton cellus	Autochton cellus	Golden-banded Skipper	Insects	Animals	Animalia	West Virginia
Cyllopsis gemma	Cyllopsis gemma	Gemmed Satyr	Insects	Animals	Animalia	West Virginia
Callophrys irus	Callophrys irus	Frosted Elfin	Insects	Animals	Animalia	West Virginia
Euchlaena effecta	Euchlaena effecta	Effective Euchaena Moth	Insects	Animals	Animalia	West Virginia
Satyrium edwardsii	Satyrium edwardsii	Edwards' Hairstreak	Insects	Animals	Animalia	West Virginia
Erora laeta	Erora laeta	Early Hairstreak	Insects	Animals	Animalia	West Virginia
Atrytonopsis hianna	Atrytonopsis hianna	Dusted Skipper	Insects	Animals	Animalia	West Virginia
Celastrina nigra	Celastrina nigra	Dusky Azure	Insects	Animals	Animalia	West Virginia
Zale calycanthata	Zale calycanthata	Double-banded Zale	Insects	Animals	Animalia	West Virginia
Acronicta dolli	Acronicta dolli	Doll's Merolonche	Insects	Animals	Animalia	West Virginia
Speyeria diana	Speyeria diana	Diana Fritillary	Insects	Animals	Animalia	West Virginia
Erynnis lucilius	Erynnis lucilius	Columbine Duskywing	Insects	Animals	Animalia	West Virginia
Hesperia metea	Hesperia metea	Cobweb Skipper	Insects	Animals	Animalia	West Virginia
Celastrina serotina	Celastrina serotina	Cherry Gall Azure	Insects	Animals	Animalia	West Virginia
Lycaena hyllus	Lycaena hyllus	Bronze Copper	Insects	Animals	Animalia	West Virginia
Brachionycha borealis	Brachionycha borealis	Boreal Fan Moth	Insects	Animals	Animalia	West Virginia
Lycaena epixanthe	Lycaena epixanthe	Bog Copper	Insects	Animals	Animalia	West Virginia
Euphyes conspicua	Euphyes conspicua	Black Dash	Insects	Animals	Animalia	West Virginia
Melanchra assimilis	Melanchra assimilis	Black Arches	Insects	Animals	Animalia	West Virginia
Eilema bicolor	Eilema bicolor	Bicolor Moth	Insects	Animals	Animalia	West Virginia
Euphydryas phaeton	Euphydryas phaeton	Baltimore Checkerspot	Insects	Animals	Animalia	West Virginia
Speyeria atlantis	Speyeria atlantis	Atlantis Fritillary	Insects	Animals	Animalia	West Virginia
Papilio appalachiensis	Papilio appalachiensis	Appalachian Tiger Swallowtail	Insects	Animals	Animalia	West Virginia
Celastrina neglectamajor	Celastrina neglectamajor	Appalachian Azure	Insects	Animals	Animalia	West Virginia
Aplectoides condita	Aplectoides condita	A Noctuid Moth	Insects	Animals	Animalia	West Virginia
Glaucomys sabrinus fuscus	Glaucomys sabrinus fuscus	WV Northern Flying Squirrel	Mammal	Animals	Animalia	West Virginia
Corynorhinus townsendii virginianus	Corynorhinus townsendii virginianus	Virginia Big-eared Bat	Mammal	Animals	Animalia	West Virginia
Perimyotis subflavus	Perimyotis subflavus	Tricolored Bat	Mammal	Animals	Animalia	West Virginia
Condylura cristata	Condylura cristata	Star-nosed Mole	Mammal	Animals	Animalia	West Virginia
Sorex palustris punctulatus	Sorex palustris punctulatus	Southern Water Shrew	Mammal	Animals	Animalia	West Virginia
Microtus chrotorrhinus carolinensis	Microtus chrotorrhinus carolinensis	Southern Rock Vole	Mammal	Animals	Animalia	West Virginia
Sorex hoyi winnemana	Sorex hoyi winnemana	Southern Pygmy Shrew	Mammal	Animals	Animalia	West Virginia
Synaptomys cooperi	Synaptomys cooperi	Southern Bog Lemming	Mammal	Animals	Animalia	West Virginia
Lepus americanus	Lepus americanus	Snowshoe Hare	Mammal	Animals	Animalia	West Virginia
Lasionycteris noctivagans	Lasionycteris noctivagans	Silver-haired Bat	Mammal	Animals	Animalia	West Virginia
Lasiurus seminolus	Lasiurus seminolus	Seminole Bat	Mammal	Animals	Animalia	West Virginia
Microtus ochrogaster	Microtus ochrogaster	Prairie Vole	Mammal	Animals	Animalia	West Virginia
Erethizon dorsatum	Erethizon dorsatum	Porcupine	Mammal	Animals	Animalia	West Virginia
Myotis septentrionalis	Myotis septentrionalis	Northern Myotis	Mammal	Animals	Animalia	West Virginia
Zapus hudsonius	Zapus hudsonius	Meadow Jumping Mouse	Mammal	Animals	Animalia	West Virginia
Sorex dispar	Sorex dispar	Long-tailed Shrew	Mammal	Animals	Animalia	West Virginia
Myotis lucifugus	Myotis lucifugus	Little Brown Myotis	Mammal	Animals	Animalia	West Virginia
Cryptotis parva	Cryptotis parva	Least Shrew	Mammal	Animals	Animalia	West Virginia
Myotis sodalis	Myotis sodalis	Indiana Bat	Mammal	Animals	Animalia	West Virginia
Lasiurus cinereus	Lasiurus cinereus	Hoary Bat	Mammal	Animals	Animalia	West Virginia
Ochrotomys nuttalli	Ochrotomys nuttalli	Golden Mouse	Mammal	Animals	Animalia	West Virginia
Nycticeius humeralis	Nycticeius humeralis	Evening Bat	Mammal	Animals	Animalia	West Virginia
Spilogale putorius	Spilogale putorius	Eastern Spotted Skunk	Mammal	Animals	Animalia	West Virginia
Myotis leibii	Myotis leibii	Eastern Small-footed Bat	Mammal	Animals	Animalia	West Virginia
Lasiurus borealis	Lasiurus borealis	Eastern Red Bat	Mammal	Animals	Animalia	West Virginia
Reithrodontomys humulis	Reithrodontomys humulis	Eastern Harvest Mouse	Mammal	Animals	Animalia	West Virginia
Corynorhinus rafinesquii	Corynorhinus rafinesquii	Eastern Big-eared Bat	Mammal	Animals	Animalia	West Virginia
Sylvilagus obscurus	Sylvilagus obscurus	Appalachian Cottontail	Mammal	Animals	Animalia	West Virginia
Neotoma magister	Neotoma magister	Allegheny Woodrat	Mammal	Animals	Animalia	West Virginia
Lampsilis teres	Lampsilis teres	Yellow Sandshell	Mollusks	Animals	Animalia	West Virginia
Lampsilis cariosa	Lampsilis cariosa	Yellow Lampmussel	Mollusks	Animals	Animalia	West Virginia
Lasmigona complanata	Lasmigona complanata	White Heelsplitter	Mollusks	Animals	Animalia	West Virginia
Lampsilis fasciola	Lampsilis fasciola	Wavy-rayed Lampmussel	Mollusks	Animals	Animalia	West Virginia
Megalonaias nervosa	Megalonaias nervosa	Washboard	Mollusks	Animals	Animalia	West Virginia
Quadrula nodulata	Quadrula nodulata	Wartyback	Mollusks	Animals	Animalia	West Virginia
Fusconaia flava	Fusconaia flava	Wabash Pigtoe	Mollusks	Animals	Animalia	West Virginia
Alasmidonta undulata	Alasmidonta undulata	Triangle Floater	Mollusks	Animals	Animalia	West Virginia
Amblema plicata	Amblema plicata	Threeridge	Mollusks	Animals	Animalia	West Virginia
Obliquaria reflexa	Obliquaria reflexa	Threehorn Wartyback	Mollusks	Animals	Animalia	West Virginia
Strophitus undulatus	Strophitus undulatus	Squawfoot	Mollusks	Animals	Animalia	West Virginia
Elliptio dilatata	Elliptio dilatata	Spike	Mollusks	Animals	Animalia	West Virginia
Cumberlandia monodonta	Cumberlandia monodonta	Spectaclecase	Mollusks	Animals	Animalia	West Virginia
Epioblasma triquetra	Epioblasma triquetra	Snuffbox	Mollusks	Animals	Animalia	West Virginia
Plethobasus cyphyus	Plethobasus cyphyus	Sheepnose	Mollusks	Animals	Animalia	West Virginia
Simpsonaias ambigua	Simpsonaias ambigua	Salamander Mussel	Mollusks	Animals	Animalia	West Virginia
Pleurobema sintoxia	Pleurobema sintoxia	Round Pigtoe	Mollusks	Animals	Animalia	West Virginia
Obovaria subrotunda	Obovaria subrotunda	Round Hickorynut	Mollusks	Animals	Animalia	West Virginia
Villosa fabalis	Villosa fabalis	Rayed Bean	Mollusks	Animals	Animalia	West Virginia
Villosa iris	Villosa iris	Rainbow	Mollusks	Animals	Animalia	West Virginia
Quadrula cylindrica	Quadrula cylindrica	Rabbitsfoot	Mollusks	Animals	Animalia	West Virginia
Cyclonaias tuberculata	Cyclonaias tuberculata	Purple Wartyback	Mollusks	Animals	Animalia	West Virginia
Uniomerus tetralasmus	Uniomerus tetralasmus	Pondhorn	Mollusks	Animals	Animalia	West Virginia
Lampsilis ovata	Lampsilis ovata	Pocketbook	Mollusks	Animals	Animalia	West Virginia
Lampsilis cardium	Lampsilis cardium	Plain Pocketbook	Mollusks	Animals	Animalia	West Virginia
Tritogonia verrucosa	Tritogonia verrucosa	Pistolgrip	Mollusks	Animals	Animalia	West Virginia
Lampsilis abrupta	Lampsilis abrupta	Pink Mucket	Mollusks	Animals	Animalia	West Virginia
Quadrula pustulosa	Quadrula pustulosa	Pimpleback	Mollusks	Animals	Animalia	West Virginia
Utterbackia imbecillis	Utterbackia imbecillis	Paper Pondshell	Mollusks	Animals	Animalia	West Virginia
Pleurobema cordatum	Pleurobema cordatum	Ohio Pigtoe	Mollusks	Animals	Animalia	West Virginia
Epioblasma torulosa rangiana	Epioblasma torulosa rangiana	Northern Riffleshell	Mollusks	Animals	Animalia	West Virginia
Elliptio fisheriana	Elliptio fisheriana	Northern Lance	Mollusks	Animals	Animalia	West Virginia
Actinonaias ligamentina	Actinonaias ligamentina	Mucket	Mollusks	Animals	Animalia	West Virginia
Quadrula metanevra	Quadrula metanevra	Monkeyface	Mollusks	Animals	Animalia	West Virginia
Quadrula quadrula	Quadrula quadrula	Mapleleaf	Mollusks	Animals	Animalia	West Virginia
Fusconaia subrotunda	Fusconaia subrotunda	Long-solid	Mollusks	Animals	Animalia	West Virginia
Villosa lienosa	Villosa lienosa	Little Spectaclecase	Mollusks	Animals	Animalia	West Virginia
Toxolasma parvus	Toxolasma parvus	Lilliput	Mollusks	Animals	Animalia	West Virginia
Ptychobranchus fasciolaris	Ptychobranchus fasciolaris	Kidneyshell	Mollusks	Animals	Animalia	West Virginia
Pleurobema collina	Pleurobema collina	James Spinymussel	Mollusks	Animals	Animalia	West Virginia
Obovaria olivaria	Obovaria olivaria	Hickorynut	Mollusks	Animals	Animalia	West Virginia
Lasmigona subviridis	Lasmigona subviridis	Green Floater	Mollusks	Animals	Animalia	West Virginia
Pyganodon grandis	Pyganodon grandis	Giant Floater	Mollusks	Animals	Animalia	West Virginia
Leptodea fragilis	Leptodea fragilis	Fragile Papershell	Mollusks	Animals	Animalia	West Virginia
Lasmigona costata	Lasmigona costata	Fluted-shell	Mollusks	Animals	Animalia	West Virginia
Truncilla donaciformis	Truncilla donaciformis	Fawnsfoot	Mollusks	Animals	Animalia	West Virginia
Cyprogenia stegaria	Cyprogenia stegaria	Fanshell	Mollusks	Animals	Animalia	West Virginia
Alasmidonta marginata	Alasmidonta marginata	Elktoe	Mollusks	Animals	Animalia	West Virginia
Elliptio crassidens	Elliptio crassidens	Elephant-ear	Mollusks	Animals	Animalia	West Virginia
Fusconaia ebena	Fusconaia ebena	Ebonyshell	Mollusks	Animals	Animalia	West Virginia
Lampsilis radiata	Lampsilis radiata	Eastern Lampmussel	Mollusks	Animals	Animalia	West Virginia
Pyganodon cataracta	Pyganodon cataracta	Eastern Floater	Mollusks	Animals	Animalia	West Virginia
Elliptio complanata	Elliptio complanata	Eastern Elliptio	Mollusks	Animals	Animalia	West Virginia
Truncilla truncata	Truncilla truncata	Deertoe	Mollusks	Animals	Animalia	West Virginia
Anodontoides ferussacianus	Anodontoides ferussacianus	Cylindrical Papershell	Mollusks	Animals	Animalia	West Virginia
Lasmigona compressa	Lasmigona compressa	Creek Heelsplitter	Mollusks	Animals	Animalia	West Virginia
Pleurobema clava	Pleurobema clava	Clubshell	Mollusks	Animals	Animalia	West Virginia
Ellipsaria lineolata	Ellipsaria lineolata	Butterfly	Mollusks	Animals	Animalia	West Virginia
